June,czerwca
XXX,ROZDZIAŁ XXX Im więcej wiedziałem o mieszkańcach Moor House tym bardziej ich lubiłem
arising,przyjemność
congeniality,przyjemność
reverenced,co zaaprobowali szanowałem
structure,Ja także w szarej małej antycznej konstrukcji z niskim dachem kratowymi skrzydłami butwiejącymi ścianami aleją starych jodeł wszystko wyrosłe ukośnie pod naporem górskich wiatrów
casements,w zimowe
mouldering,Ja także w szarej małej antycznej konstrukcji z niskim dachem kratowymi skrzydłami butwiejącymi ścianami aleją starych jodeł wszystko wyrosłe ukośnie pod naporem górskich wiatrów
hardiest,i
fern,do z
sustenance,z
enthusiasm,trzymali się tej sceny mówię z doskonałym entuzjazmem przywiązania
colouring,i
bracken,i
sources,były dla
clouded,dla
Indoors,Wewnątrz równie dobrze zgodziliśmy się
Thought,Myśl dopasowana do myśli
fitted,do
Physically,Fizycznie znacznie mnie przewyższała
excelled,Fizycznie znacznie mnie przewyższała
affluence,i
scholar,nie i
dovetailed,Nasze natury połączyły się ze sobą
strongest,Rezultatem było wzajemne uczucie najsilniejszego rodzaju
colourboxes,ich ołówki i kolorowe pudełka były natychmiast do mojej dyspozycji
hinder,Wydawało się że żadna pogoda nie przeszkadzała mu w tych pasterskich wycieczkach
pastoral,w
excursions,Wydawało się że żadna pogoda nie przeszkadzała mu w tych pasterskich wycieczkach
Carlo,Carlo
unfavourable,był
sprinkling,na i
sloth,na i
absences,Ale poza jego częstymi nieobecnościami istniała inna bariera w przyjaźni z nim
Zealous,w i
ministerial,w i
blameless,i
dilation,było i
treasury,była dla
inborn,raz i
manifested,w i
Incommunicative,Chociaż był niekomunikatywny upłynęło trochę czasu zanim miałem okazję ocenić jego umysł
gauging,Chociaż był niekomunikatywny upłynęło trochę czasu zanim miałem okazję ocenić jego umysł
calibre,w
condensed,się tak
controlled,To przybrało na sile skompresowane skondensowane kontrolowane nie była boleśnie kontrolowana przez jego wolę możesz wygrać kontrolując ale jak poprzednio doskonale kontrolował swoją pasję
Throughout,Przez cały czas panowała dziwna gorycz
allusions,surowe aluzje do doktryn kalwińskich wybranie predestynacja potępienie były częste
Calvinistic,surowe aluzje do doktryn kalwińskich wybranie predestynacja potępienie były częste
predestination,surowe aluzje do doktryn kalwińskich wybranie predestynacja potępienie były częste
reference,na
dregs,się gdzie
insatiate,się gdzie
yearnings,się gdzie
disquieting,się gdzie
zealous,John Rivers choć żył czysto sumiennie i gorliwie nie znalazł jeszcze tego pokoju Bożego który
passeth,przekracza wszelkie zrozumienie
racking,i
elysium,nie z i
tyrannised,i
ruthlessly,i
excellences,i
appreciated,i
glassing,jego i
inexpedient,się
broached,a ten stary dom zostanie zamknięty Odczekałem kilka chwil spodziewając się że będzie kontynuował poruszony temat
denoted,jego spojrzenie oznaczało abstrahowanie ode mnie i mojej firmy
profitable,powiem ci szczerze nie mam nic odpowiedniego ani opłacalnego do zasugerowania
lame,i
debts,z
patrimony,z
crumbling,z
grange,się z i
moorish,z
descendants,ale na
deems,i
aspires,i
fleshly,i
ties,i
Head,i
militant,i
unflushed,z rozczłonkowanym policzkiem i błyszczącym blaskiem spojrzenia
coruscating,z rozczłonkowanym policzkiem i błyszczącym blaskiem spojrzenia
degrades,ale uważam że żadna usługa nie degraduje naszej rasy co mogłoby ulepszyć naszą rasę
arid,im
unreclaimed,im
labourer,i jest jego
tillage,im
scantier,im
pioneers,a
Gospel,a
Apostles,a
Redeemer,a
narrowing,nie bardziej niż mogłem trwale utrzymać wąskie i zwężające się spokojne ukryte biuro urzędu brytyjskiego
detrimental,w
cramping,jak
menial,jej
offices,i jej
hurriedly,Będziesz tą kochanką Zadał pytanie raczej pospiesznie
disdainful,się
guessing,nie się
plodding,w
ignoble,nie
scholars,uczonych z i
cottagers,waszymi uczonymi będą tylko biedne dziewczynki dzieci wieśniaków w najlepszym przypadku córki rolników
farmers,rolników
Knitting,Robienie na drutach szycie czytanie pisanie szyfrowanie to wszystko czego będziesz musiał uczyć
ciphering,Robienie na drutach szycie czytanie pisanie szyfrowanie to wszystko czego będziesz musiał uczyć
ambitious,ambitny
ambition,jest i mojego w którzy
affections,i
morass,nie bardziej niż mogę być zadowolony dodał z naciskiem na to żebym mieszkał tutaj pogrzebany w bagnie otoczony górami moja natura którą dał mi Bóg przekroczyła
contravened,nie bardziej niż mogę być zadowolony dodał z naciskiem na to żebym mieszkał tutaj pogrzebany w bagnie otoczony górami moja natura którą dał mi Bóg przekroczyła
heavenbestowed,moje zdolności obdarzone niebem sparaliżowane stały się bezużyteczne
preached,i
hewers,i
ordained,i
breaks,ale to łamie mi serce A łzy napłynęły do jej pięknych oczu
supervened,się
decreed,się
misfortunes,się
distresses,się
appalled,nie zszokowany ani zbulwersowany
afflicting,wieści wydawały się w ich oczach raczej doniosłe niż bolesne
Die,do
maintaining,Co wtedy umrzeć odparł zachowując marmurową nieruchomość
immobility,Co wtedy umrzeć odparł zachowując marmurową nieruchomość
quarrelled,Mój ojciec i on pokłócili się dawno temu
risked,jego w
speculation,w
Mutual,Między nimi przebiegały wzajemne oskarżenia
recrimination,Między nimi przebiegały wzajemne oskarżenia
undertakings,Mój wujek zaangażował się później w bardziej pomyślne przedsięwzięcia
informs,list ten informuje nas że przekazał on każdy grosz drugiemu krewnemu z wyjątkiem trzydziestu gwinei do podzielenia między św
bequeathed,list ten informuje nas że przekazał on każdy grosz drugiemu krewnemu z wyjątkiem trzydziestu gwinei do podzielenia między św
guineas,list ten informuje nas że przekazał on każdy grosz drugiemu krewnemu z wyjątkiem trzydziestu gwinei do podzielenia między św
receipt,a jednak otrzymanie takich wiadomości powoduje chwilową wilgoć na duchach
XXXI,ROZDZIAŁ XXXI Mój dom kiedy w końcu go znajduję jest chałupą
teathings,i
delf,i
bedstead,Powyżej komnata o tych samych wymiarach co kuchnia ze stojącym łóżkiem i komodą
fee,mi
handmaid,Za opłatą pomarańczy zwolniłem małą sierotę która służy mi jako służebnica
cipher,nie
broadest,Mówią z najszerszym akcentem dzielnicy
unmannered,Niektórzy z nich są nieopanowani szorstcy trudni do opanowania a także ignoranci
intractable,Niektórzy z nich są nieopanowani szorstcy trudni do opanowania a także ignoranci
peasants,grubo ubrani mali chłopi są z krwi i kości tak dobrzy jak potomkowie najdelikatniejszej genealogii
scions,grubo ubrani mali chłopi są z krwi i kości tak dobrzy jak potomkowie najdelikatniejszej genealogii
gentlest,grubo ubrani mali chłopi są z krwi i kości tak dobrzy jak potomkowie najdelikatniejszej genealogii
discharging,z pewnością znajdę szczęście w pełnieniu tego urzędu
regulate,ale niewątpliwie jeśli wyreguluję swój umysł i wykorzystam moje siły tak jak powinienem da mi to wystarczająco dużo aby żyć z dnia na dzień
fevered,w
delusive,w
bitterest,w
schoolmistress,w
breezy,w
adhered,i
frenzied,i
providence,opatrzności do
reft,że i
dragging,za rozpaczliwy smutek i śmiertelną wściekłość konsekwencje mojego odejścia które mogą teraz ściągać go ze ścieżki prawa zbyt daleko by zostawić tam nadzieję na ostateczne przywrócenie
restoration,za
austerity,się których nigdy nie i jego
commodious,moje meble są wystarczające i przestronne
sensualist,i
repine,Nie
vacillating,w każdym razie zdrowy rozsądek podpowie ci że jest jeszcze za wcześnie aby ulec wahającym się obawom żony Lota
Lot,w każdym razie zdrowy rozsądek podpowie ci że jest jeszcze za wcześnie aby ulec wahającym się obawom żony Lota
hew,i
adventurous,i
blocked,i tak jak się
rougher,i
ministry,Rok temu sam byłem bardzo nieszczęśliwy ponieważ myślałem że popełniłem błąd przystępując do służby ale miękka służba Jane będzie wieczną radością
wearied,jej mundurowe obowiązki zmęczyły mnie na śmierć
literary,za
orator,za i
politician,tak serce polityka żołnierza wyborcy chwały miłośnika sławy blask władzy bije pod komżą mojego wikariusza
votary,tak serce polityka żołnierza wyborcy chwały miłośnika sławy blask władzy bije pod komżą mojego wikariusza
renown,mojego
luster,tak serce polityka żołnierza wyborcy chwały miłośnika sławy blask władzy bije pod komżą mojego wikariusza
curate,na
ken,moje się
statesman,i
bondage,z w do
galling,z
soreness,z
contend,nie walczyć
lulling,woda płynąca w dolinie była jedynym uspokajającym dźwiękiem godziny i sceny
quicker,Twój pies szybciej rozpoznaje swoich przyjaciół niż ty sir
Perfect,Doskonałe piękno to silny wyraz
qualify,nie
temperate,tak słodkie rysy jak kiedykolwiek uformował się umiarkowany klimat Albionu
hues,i
humid,i
generated,i
encircles,długa i cienista rzęsa która otacza delikatne oko z tak delikatną fascynacją
clearness,brwi ołówkiem które dają taką wyrazistość
flaw,równe i lśniące zęby bez skazy
stinted,jej
dole,jej
Peri,Odwrócił już oko od Peri i patrzył na skromną kępkę stokrotek która rosła przy furtce
tuft,Odwrócił już oko od Peri i patrzył na skromną kępkę stokrotek która rosła przy furtce
S,S
Papa,Tata że
inducements,Czy
heiress,że
regiment,Od czasu zamieszek stacjonuje tam p Pułk
riots,Od czasu zamieszek stacjonuje tam p Pułk
grinders,zawstydzili wszystkich naszych młodych szlifierzy i handlarzy nożycami Wydawało mi się że pan
scissor,zawstydzili wszystkich naszych młodych szlifierzy i handlarzy nożycami Wydawało mi się że pan
merchants,zawstydzili wszystkich naszych młodych szlifierzy i handlarzy nożycami Wydawało mi się że pan
protruded,John wystawał spod wargi a jego górna warga wygięła się na chwilę
unusually,Jego usta z pewnością wyglądały na mocno ściśnięte a dolna część twarzy niezwykle surowa i kwadratowa gdy śmiejąca się dziewczyna przekazała mu tę informację
unsmiling,To było bez uśmiechu poszukujące znaczące spojrzenie
caressing,Kiedy stał milczący i poważny znowu zaczęła pieścić Carla
patted,się z poklepał
Flushed,dla
constriction,się
attainment,się
curbed,Myślę jednak że ograniczył to tak jak zdecydowany jeździec powstrzymałby rosnącego wierzchowca
advances,ani
seasonable,jest pora
indisposed,się by
Rosamond,Rosamond
enunciated,Całkiem dobrze oznajmił
tripped,się
fairylike,się
rapt,Ten widok cudzego cierpienia i ofiary wyrwał moje myśli z wyłącznej medytacji na własną rękę
exclusive,Ten widok cudzego cierpienia i ofiary wyrwał moje myśli z wyłącznej medytacji na własną rękę
designated,Diana Rivers określiła swojego brata nieubłaganą śmiercią Nie przesadziła
XXXII,ROZDZIAŁ XXXII Kontynuowałem pracę wiejskiej szkoły tak aktywnie i wiernie jak tylko mogłem
Wholly,Całkowicie niedouczeni z dość odrętwiałymi zdolnościami wydawali mi się beznadziejnie nudni
heavylooking,się
rustics,się
witted,się
goodwill,i
acquiring,Wkrótce mieli przyjemność dobrze wykonywać swoją pracę dbać o porządek regularnie uczyć się swoich zadań nabywać spokojnych i uporządkowanych manier
instances,W niektórych przypadkach szybkość ich postępu była nawet zaskakująca
personally,poza tym osobiście polubiłem niektóre z najlepszych dziewczyn
needlework,i
estimable,i
repaying,i
scrupulous,ich i
benefited,ich i
elevated,ich
emulous,ich
salutations,Ilekroć wychodziłem słyszałem ze wszystkich stron serdeczne pozdrowienia i witano mnie przyjaznymi uśmiechami
honourable,na że
exertion,tego spędzonym na wysiłku
contentedly,tego spędzonym na
manycoloured,sny
curtainless,drżąc
convulsion,a potem nieruchoma ciemna noc była świadkiem konwulsji rozpaczy i wybuchu namiętności nie oświadczam konwulsja duszy
canter,Podbiegała galopem do drzwi na swoim kucyku a za nim konny służący w liberii
livery,Podbiegała galopem do drzwi na swoim kucyku a za nim konny służący w liberii
Anything,jej w z
catechising,Rivers był zaangażowany w udzielanie codziennych lekcji katechizacji
Keenly,Obawiam się że oko wizytatorki przenikliwie przeszyło serce młodego pastora
visitress,Obawiam się że oko wizytatorki przenikliwie przeszyło serce młodego pastora
pierce,Obawiam się że oko wizytatorki przenikliwie przeszyło serce młodego pastora
stoicism,jego się a
encouragingly,jego się a
fondly,się czule
consumed,zawsze do
pout,Wkrótce będzie to nic więcej niż pochłonięta ofiara A potem dąsała się jak rozczarowane dziecko
petulance,z jego i
martyrlike,z jego i
Paradise,nie ani jednej na
aspirant,Poza tym nie mógł związać wszystkiego co miał w swojej naturze łazika aspiranta
poet,poeta kapłan w granicach jednej męki
warfare,Nie mógł nie chciał wyrzec się swojego dzikiego pola walki misyjnej dla salonów i pokoju w Vale Hall
parlours,Nie mógł nie chciał wyrzec się swojego dzikiego pola walki misyjnej dla salonów i pokoju w Vale Hall
inroad,się siebie jego
worthlessly,wymagający ale nie bezwartościowy samolubny
unthinking,wesoły żywy i bezmyślny
lusus,Jestem lusus natur potwierdziła jako wiejska nauczycielka
naturæ,Jestem lusus natur potwierdziła jako wiejska nauczycielka
inquisitiveness,i
tabledrawer,i
cherub,i
views,i
transfixed,Najpierw była porażona zaskoczeniem a potem zelektryzowana z zachwytu
electrified,Najpierw była porażona zaskoczeniem a potem zelektryzowana z zachwytu
turret,w
ancestors,że przodkowie rodu byli zamożni
compensation,za
5th,Był 5 listopada i święto
completing,i
carmine,odrobina karminu aby dodać do dojrzałych ust miękki lok tu i tam na warkoczach
azured,głębszy odcień cienia rzęsy pod lazurową powieką
eyelid,spływającą
publication,na
productions,jedna z tych autentycznych produkcji które tak często ręczyli szczęśliwej publiczności w tamtych czasach złoty wiek współczesnej literatury
Mammon,ani też Mamona nie uzyskała nad nimi władzy by wiązać lub zabijać
slay,ani też Mamona nie uzyskała nad nimi władzy by wiązać lub zabijać
assert,pewnego dnia oboje potwierdzą swoje istnienie swoją obecność wolność i siłę
Powerful,Potężne anioły bezpieczne w niebie
Poetry,Poezja zniszczona Geniusz wygnany Nie
banished,wygnany
Mediocrity,Przeciętność nie
redeem,nie tylko żyją ale rządzą i odkupują
meanness,piekle
Marmion,i
expresses,zamyka w sobie każde uczucie i ból wyraża wyznaje niczego nie udziela
confesses,zamyka w sobie każde uczucie i ból wyraża wyznaje niczego nie udziela
abruptness,Rzeki Prawie zaczął się od mojej nagłej i dziwnej gwałtowności
Mastering,Ale co z podobieństwem Kto to jest Opanowując pewne wahanie odpowiedział Panno Oliver jak sądzę Oczywiście
accurate,pana
acceptable,że
Madagascar,na
enervate,na
irresolute,zerknął na mnie niezdecydowany zaniepokojony
oppose,się
exalted,się i
tropical,Oliver ma wielką fortunę mógłby zrobić z nią tyle samo dobrego co gdyby poszedł i położył swój geniusz na uschnięcie a swoją siłę do zmarnowania pod tropikalnym słońcem
unapproachable,być tak
Reserved,Osoby z rezerwą często naprawdę potrzebują szczerości
griefs,omawianie ich uczuć i smutków bardziej niż ekspansywne
stoic,W końcu najbardziej pozorny stoik jest człowiekiem
boldness,a wpadnięcie z odwagą i dobrą wolą do cichego morza ich dusz jest często nałożeniem na nich pierwszego zobowiązania
confer,a wpadnięcie z odwagą i dobrą wolą do cichego morza ich dusz jest często nałożeniem na nich pierwszego zobowiązania
respects,cię
