"June 12, 1942
","12 czerwca 1942
"
"I was too happy for words, and I think he was too
","Byłem zbyt szczęśliwy na słowa i myślę, że on też
"
"At nine-thirty we stood up
","Wstaliśmy o dziewiątej trzydzieści
"
"Peter put on his tennis shoes so he wouldn't make much noise on his nightly round of the building, and I was standing next to him
","Peter włożył buty do tenisa, żeby nie hałasować podczas nocnej rundy budynku, a ja stałem obok niego
"
"How I suddenly made the right movement, I don't know, but before we went downstairs, he gave me a
","Jak nagle wykonałem właściwy ruch, nie wiem, ale zanim zeszliśmy na dół, dał mi
"
"kiss, through my hair, half on my left cheek and half on my ear
","Pocałuj przez moje włosy, połowę w lewy policzek i połowę w ucho
"
"I tore downstairs without looking back, and I long so much for today
","Zszedłem na dół, nie oglądając się za siebie, i tak bardzo tęsknię za dzisiejszym dniem
"
"Sunday morning, just before eleven
","W niedzielę rano, tuż przed jedenastą
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"MONDAY, APRIL 17, 1944
","PONIEDZIAŁEK, 17 KWIETNIA 1944
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Do you think Father and Mother would approve of a girl my age sitting on a divan and kissing a seventeen-and- a-half-year-old boy? I doubt they would, but I have to trust my own judgment in this matter
","Czy myślisz, że ojciec i matka pochwaliliby dziewczynę w moim wieku siedzącą na sofie i całującą siedemnastoletniego chłopca? Wątpię, żeby tak było, ale muszę zaufać własnemu osądowi w tej sprawie
"
"It's so peaceful and safe, lying in his arms and dreaming, it's so thrilling to feel his cheek against mine, it's so wonderful to know there's someone waiting for me
","Jest tak spokojnie i bezpiecznie, leży w jego ramionach i marzy, tak ekscytujące jest czuć jego policzek na moim, tak wspaniale jest wiedzieć, że ktoś na mnie czeka
"
"But, and there is a but, will Peter want to leave it at that? I haven't forgotten his promise, but
","Ale i jest ale, czy Peter będzie chciał na tym poprzestać? Nie zapomniałem jego obietnicy, ale
"
"he is a boy
","on jest chłopcem
"
"I know I'm starting at a very young age
","Wiem, że zaczynam w bardzo młodym wieku
"
"Not even fifteen and already so independent -- that's a little hard for other people to understand
","Nie ma nawet piętnastu lat i jest już tak niezależny - to trochę trudne do zrozumienia dla innych ludzi
"
"I'm pretty sure Margot would never kiss a boy unless there was some talk of an engagement or marriage
","Jestem prawie pewien, że Margot nigdy nie pocałowałaby chłopca, gdyby nie było mowy o zaręczynach lub małżeństwie
"
"Neither Peter nor I has any such plans
","Ani Peter, ani ja nie mamy takich planów
"
"I'm also sure that Mother never touched a man before she met Father
","Jestem też pewien, że matka nigdy nie dotknęła mężczyzny, zanim poznała ojca
"
"What would my girlfriends or Jacque say if they knew I'd lain in Peter's arms with my heart against his chest, my head on his shoulder and his head and face against mine
","Co powiedzieliby moje dziewczyny lub Jacque, gdyby wiedzieli, że położyłbym się w ramionach Petera z sercem na jego piersi, głową na jego ramieniu, a jego głową i twarzą przy mojej
"
"Oh, Anne, how terribly shocking
","Och, Anne, jakie to strasznie szokujące
"
"But seriously, I don't think it's at all shocking
","Ale poważnie, nie sądzę, żeby to było szokujące
"
"we're cooped up here, cut off from the world, anxious and fearful, especially lately
","jesteśmy tu zamknięci, odcięci od świata, niespokojni i przerażeni, zwłaszcza ostatnio
"
"Why should we stay apart when we love each other? Why shouldn't we kiss each other in times like these? Why should we wait until we've reached a suitable age? Why should we ask anybody's permission?
","Dlaczego powinniśmy się rozdzielać, kiedy się kochamy? Dlaczego nie mielibyśmy się całować w takich chwilach? Dlaczego mielibyśmy czekać, aż osiągniemy odpowiedni wiek? Dlaczego powinniśmy prosić kogokolwiek o pozwolenie?
"
"I've decided to look out for my own interests
","Postanowiłem zająć się własnymi zainteresowaniami
"
"He'd never want to hurt me or make me unhappy
","Nigdy nie chciałby mnie skrzywdzić ani unieszczęśliwić
"
"Why shouldn't I do what my heart tells me and makes both of us happy? Yet I have a feeling, Kitty, that you can sense my doubt
","Dlaczego nie miałbym robić tego, co podpowiada mi serce i nie uszczęśliwiać nas obojga? Mam jednak wrażenie, Kitty, że możesz wyczuć moje wątpliwości
"
"It must be my honesty rising in revolt against all this sneaking around
","To pewnie moja uczciwość narastająca w buncie przeciwko temu wszystkiemu skradaniu się dookoła
"
"Do you think it's my duty to tell Father what I'm up to? Do you think our secret should be shared with a third person? Much of the beauty would be lost, but would it make me feel better inside? I'll bring it up with him
","Myślisz, że moim obowiązkiem jest powiedzieć ojcu, co zamierzam? Czy uważasz, że naszym sekretem należy się podzielić z trzecią osobą? Wiele z piękna zostałoby utracone, ale czy dzięki temu czułbym się lepiej w środku? Porozmawiam o tym z nim
"
"Oh, yes, I still have so much I want to discuss with him, since I don't see the point of just cuddling
","O tak, wciąż mam tak wiele rzeczy, o których chcę z nim porozmawiać, ponieważ nie widzę sensu po prostu przytulania
"
"Sharing our thoughts with each other requires a great deal of trust, but we'll both be stronger because of it
","Dzielenie się myślami wymaga dużego zaufania, ale dzięki temu oboje będziemy silniejsi
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"We were up at six yesterday morning, because the whole family heard the sounds of a break-in again
","Wstaliśmy wczoraj o szóstej rano, bo cała rodzina znowu usłyszała odgłosy włamania
"
"It must have been one of our neighbors who was the victim this time
","Tym razem ofiarą musiał być jeden z naszych sąsiadów
"
"When we checked at seven o'clock, our doors were
","Kiedy zameldowaliśmy się o siódmej, nasze drzwi były
"
"still shut tight, thank goodness
","nadal szczelnie zamknięte, dzięki Bogu
"
"TUESDAY, APRIL 18, 1944
","WTOREK, 18 KWIETNIA 1944 R.
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Everything's fine here
","Wszystko w porządku
"
"Last night the carpenter came again to put some sheets of iron over the door panels
","Zeszłej nocy stolarz ponownie przyszedł i położył żelazne arkusze na panelach drzwi
"
"Father just got through saying he definitely expects large-scale operations in Russia and Italy, as well as in the West, before May 20
","Ojciec właśnie się przedostał, mówiąc, że zdecydowanie spodziewa się operacji na dużą skalę w Rosji i we Włoszech, a także na Zachodzie, przed 20 maja
"
"the longer the war lasts, the harder it is to imagine being liberated from this place
","im dłużej trwa wojna, tym trudniej wyobrazić sobie wyzwolenie z tego miejsca
"
"Yesterday Peter and I finally got around to having the talk we've been postponing for the last ten days
","Wczoraj Peter i ja w końcu doszliśmy do rozmowy, którą odkładaliśmy przez ostatnie dziesięć dni
"
"I told him all about girls, without hesitating to discuss the most intimate matters
","Opowiedziałem mu wszystko o dziewczynach, nie wahając się przed omówieniem najbardziej intymnych spraw
"
"I found it rather amusing that he thought the opening in a woman's body was simply left out of illustrations
","Uznałem to za dość zabawne, że pomyślał, że otwór w ciele kobiety został po prostu pominięty na ilustracjach
"
"He couldn't imagine that it was actually located between a woman's legs
","Nie mógł sobie wyobrazić, że faktycznie znajdował się między nogami kobiety
"
"The evening ended with a mutual kiss, near the mouth
","Wieczór zakończył się wspólnym pocałunkiem w okolicach ust
"
"It's really a lovely feeling
","To naprawdę cudowne uczucie
"
"I might take my
","Mogę wziąć mój
"
"favorite quotes notebook
","ulubiony notatnik cytatów
"
"up with me sometime so Peter and I can go more deeply into matters
","czasem ze mną, żeby Peter i ja mogliśmy głębiej zagłębić się w sprawy
"
"I don't think lying in each other's arms day in and day out is very satisfying, and I hope he feels the same
","Nie wydaje mi się, by dzień w dzień leżenie w ramionach innych było bardzo satysfakcjonujące i mam nadzieję, że on czuje to samo
"
"After our mild winter we've been having a beautiful spring
","Po naszej łagodnej zimie mamy piękną wiosnę
"
"April is glorious, not too hot and not too cold, with occasional light showers
","Kwiecień jest wspaniały, niezbyt gorący i niezbyt zimny, czasami występują lekkie przelotne opady
"
"Our chestnut tree is in leaf, and here and there you can already see a few small blossoms
","Nasz kasztanowiec jest w liściach, a tu i ówdzie widać już kilka małych kwiatów
"
"Bep presented us Saturday with four bouquets of flowers
","Bep podarował nam w sobotę cztery bukiety kwiatów
"
"three bouquets of daffodils, and one bouquet of grape hyacinths for me
","dla mnie trzy bukiety żonkili i jeden bukiet hiacyntów winogronowych
"
"Kugler is supplying us with more and more newspapers
","Kugler dostarcza nam coraz więcej gazet
"
"It's time to do my algebra, Kitty
","Czas zrobić moją algebrę, Kitty
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"WEDNESDAY, APRIL 19, 1944
","ŚRODA, 19 KWIETNIA 1944 R.
"
"Dearest Darling
","Najdroższa Kochanie
"
"That's the title of a movie with Dorit Kreysler, Ida Wust and Harald Paulsen
","To tytuł filmu z Dorit Kreysler, Idą Wust i Haraldem Paulsenem
"
"What could be nicer than sitting before an open window, enjoying nature, listening to the birds sing, feeling the sun on your cheeks and holding a darling boy in your arms? I feel so peaceful and safe with his arm around me, knowing he's near and yet not having to speak
","Co może być piękniejszego niż siedzenie przed otwartym oknem, cieszenie się przyrodą, słuchanie śpiewu ptaków, czucie słońca na policzkach i trzymanie w ramionach ukochanego chłopca? Czuję się taka spokojna i bezpieczna z jego ramieniem wokół mnie, wiedząc, że jest blisko, a mimo to nie musi mówić
"
"how can this be bad when it does me so much good? Oh, if only we were never disturbed again, not even
","jak to może być złe, skoro daje mi to tyle dobrego? Och, gdybyśmy tylko nigdy więcej nie przeszkadzali, nawet
"
"by Mouschi
","przez Mouschi
"
"Yours, Anne M
","Pozdrawiam, Anne M.
"
"FRIDAY, APRIL 21, 1944
","PIĄTEK 21 KWIETNIA 1944 R.
"
"My dearest Kitty,
","Moja najdroższa koteczku,
"
"I stayed in bed yesterday with a sore throat, but since I was already bored the very first afternoon and didn't have a fever, I got up today
","Wczoraj leżałem w łóżku z bólem gardła, ale ponieważ nudziłem się już pierwszego popołudnia i nie miałem gorączki, dziś wstałem
"
"My sore throat has nearly disappeared
","Moje gardło prawie zniknęło
"
"Yesterday, as you've probably already discovered, was our Fiihrer's fifty- fifth birthday
","Jak zapewne już się przekonałeś, wczoraj obchodzono pięćdziesiątą piątą rocznicę urodzin naszego Fiihrera
"
"Today is the eighteenth birthday of Her Royal Highness Princess Elizabeth of York
","Dzisiaj są osiemnaste urodziny Jej Królewskiej Wysokości Księżniczki Elżbiety z Yorku
"
"The BBC reported that she hasn't yet been declared of age, though royal children usually are
","BBC poinformowało, że nie została jeszcze ogłoszona pełnoletnia, chociaż zwykle są to królewskie dzieci
"
"We've been wondering which prince they'll marry this beauty off to, but can't think of a suitable candidate
","Zastanawialiśmy się, z którym księciem poślubią tę piękność, ale nie możemy wymyślić odpowiedniego kandydata
"
"perhaps her sister, Princess Margaret Rose, can have Crown Prince Baudouin of Belgium
","być może jej siostra, księżniczka Margaret Rose, może mieć księcia belgijskiego Baudouina
"
"Here we've been going from one disaster to the next
","Tutaj przechodziliśmy od jednej katastrofy do drugiej
"
