"June 12, 1942
","12 czerwca 1942
"
"any more than I can be content,” he added, with emphasis, “to live here buried in morass, pent in with mountains—my nature, that God gave me, contravened
","nie bardziej niż mogę być zadowolony - dodał z naciskiem na to, żebym mieszkał tutaj pogrzebany w bagnie, otoczony górami - moja natura, którą dał mi Bóg, przekroczyła
"
"my faculties, heavenbestowed, paralysed—made useless
","moje zdolności, obdarzone niebem, sparaliżowane - stały się bezużyteczne
"
"You hear now how I contradict myself
","Słyszysz teraz, jak sobie zaprzeczam
"
"I, who preached contentment with a humble lot, and justified the vocation even of hewers of wood and drawers of water in God’s service—I, His ordained minister, almost rave in my restlessness
","Ja, który pokornie głosiłem zadowolenie i usprawiedliwiałem powołanie nawet drwali i czerpaczy wody w służbie Bożej - ja, Jego wyświęcony pastor, prawie zachwycam się moim niepokojem
"
"Well, propensities and principles must be reconciled by some means.” He left the room
","Cóż, skłonności i zasady należy pogodzić w jakiś sposób ”. Wyszedł z pokoju
"
"In this brief hour I had learnt more of him than in the whole previous month
","W ciągu tej krótkiej godziny dowiedziałem się o nim więcej niż przez cały poprzedni miesiąc
"
"yet still he puzzled me
","jednak wciąż mnie zaintrygował
"
"Diana and Mary Rivers became more sad and silent as the day approached for leaving their brother and their home
","Diana i Mary Rivers stały się bardziej smutne i milczące, gdy zbliżał się dzień opuszczenia brata i domu
"
"They both tried to appear as usual
","Oboje starali się wyglądać jak zwykle
"
"but the sorrow they had to struggle against was one that could not be entirely conquered or concealed
","ale smutek, z którym musieli walczyć, nie mógł być całkowicie pokonany ani ukryty
"
"Diana intimated that this would be a different parting from any they had ever yet known
","Diana dawała do zrozumienia, że ​​będzie to inne rozstanie niż dotychczasowe
"
"It would probably, as far as St
","Prawdopodobnie aż do św
"
"John was
","John był
"
"concerned, be a parting for years
","zaniepokojony, rozstać się na lata
"
"it might be a parting for life
","może to być rozstanie na całe życie
"
"He will sacrifice all to his long-framed resolves,” she said
","Poświęci wszystko dla swoich długofalowych postanowień - powiedziała
"
"natural affection and feelings more potent still
","naturalne uczucia i uczucia są jeszcze silniejsze
"
"John looks quiet, Jane
","John wygląda cicho, Jane
"
"but he hides a fever in his vitals
","ale on ukrywa gorączkę w swoich narządach
"
"You would think him gentle, yet in some things he is inexorable as death
","Można by pomyśleć, że jest delikatny, ale w niektórych rzeczach jest nieubłagany jak śmierć
"
"and the worst of it is, my conscience will hardly permit me to dissuade him from his severe decision
","a najgorsze jest to, że sumienie nie pozwala mi odwieść go od jego surowej decyzji
"
"certainly, I cannot for a moment blame him for it
","z pewnością ani przez chwilę nie mogę go za to winić
"
"It is right, noble, Christian
","To jest słuszne, szlachetne, chrześcijańskie
"
"yet it breaks my heart!” And the tears gushed to her fine eyes
","ale to łamie mi serce! ” A łzy napłynęły do ​​jej pięknych oczu
"
"Mary bent her head low over her work
","Mary pochyliła głowę nad swoją pracą
"
"We are now without father
","Jesteśmy teraz bez ojca
"
"we shall soon be without home and brother,” she murmured
","wkrótce będziemy bez domu i brata - szepnęła
"
"At that moment a little accident supervened, which seemed decreed by fate purposely to prove the truth of the adage, that “misfortunes never come singly,” and to add to their distresses the vexing one of the slip between the cup and the lip
","W tym momencie nastąpił mały wypadek, który zdawał się zrządzony przez los celowo, aby udowodnić prawdę powiedzenia, że ​​„nieszczęścia nigdy nie przychodzą pojedynczo” i dodać do ich zmartwień irytujące poślizgnięcie się między kielichem a wargą.
"
"John passed the window reading a letter
","John minął okno, czytając list
"
"He entered
","Wszedł
"
"Our uncle John is dead,” said he
","Nasz wujek John nie żyje - powiedział
"
"Both the sisters seemed struck
","Obie siostry wydawały się uderzone
"
"not shocked or appalled
","nie zszokowany ani zbulwersowany
"
"the tidings appeared in their eyes rather momentous than afflicting
","wieści wydawały się w ich oczach raczej doniosłe niż bolesne
"
"Dead?” repeated Diana
","Nie żyje?"" - powtórzyła Diana
"
"Yes.” She riveted a searching gaze on her brother’s face
","Tak."" Przykuła badawcze spojrzenie do twarzy swojego brata
"
"And what then?” she demanded, in a low voice
","I co potem?"" - zażądała niskim głosem
"
"What then, Die?” he replied, maintaining a marble immobility of feature
","Co wtedy, umrzeć? - odparł, zachowując marmurową nieruchomość
"
"What then? Why—nothing
","Co wtedy? Dlaczego nic
"
"Read.” He threw the letter into her lap
","Czytać."" Rzucił list na jej kolana
"
"She glanced over it, and handed it to Mary
","Obejrzała się i podała Mary
"
"Mary perused it in silence, and returned it to her brother
","Mary przejrzała go w milczeniu i zwróciła bratu
"
"All three looked at each other, and all three smiled—a dreary, pensive smile enough
","Wszyscy trzej spojrzeli na siebie i wszyscy trzej się uśmiechnęli - wystarczył ponury, zadumany uśmiech
"
"We can yet live,” said Diana at last
","Możemy jeszcze żyć - powiedziała w końcu Diana
"
"At any rate, it makes us no worse off than we were before,” remarked Mary
","W każdym razie nie sprawia nam to gorszej sytuacji niż poprzednio - zauważyła Mary
"
"Only it forces rather strongly on the mind the picture of what might have been,” said Mr
","Tylko to dość mocno narzuca wyobrażenie tego, co mogłoby się wydarzyć ”- powiedział p
"
"Rivers, “and contrasts it somewhat too vividly with what is.” He folded the letter, locked it in his desk, and again went out
","Rivers ”i nieco zbyt żywo kontrastuje z tym, co jest”. Złożył list, zamknął go w biurku i znowu wyszedł
"
"For some minutes no one spoke
","Przez kilka minut nikt się nie odezwał
"
"Diana then turned to me
","Diana zwróciła się do mnie
"
"Jane, you will wonder at us and our mysteries,” she said, “and think us hard-hearted beings not to be more moved at the death of so near a relation as
","Jane, będziesz się zastanawiać nad nami i naszymi tajemnicami - powiedziała - i pomyślisz, że jesteśmy istotami o twardym sercu, abyśmy nie byli bardziej poruszeni śmiercią tak bliskiego związku, jak
"
"an uncle
","Wujek
"
"but we have never seen him or known him
","ale nigdy go nie widzieliśmy ani nie poznaliśmy
"
"He was my mother’s brother
","Był bratem mojej matki
"
"My father and he quarrelled long ago
","Mój ojciec i on pokłócili się dawno temu
"
"It was by his advice that my father risked most of his property in the speculation that ruined him
","To za jego radą mój ojciec zaryzykował większość swojego majątku w spekulacjach, które go zrujnowały
"
"Mutual recrimination passed between them
","Między nimi przebiegały wzajemne oskarżenia
"
"they parted in anger, and were never reconciled
","rozstali się w gniewie i nigdy się nie pogodzili
"
"My uncle engaged afterwards in more prosperous undertakings
","Mój wujek zaangażował się później w bardziej pomyślne przedsięwzięcia
"
"it appears he realised a fortune of twenty thousand pounds
","wygląda na to, że zrealizował fortunę w wysokości dwudziestu tysięcy funtów
"
"He was never married, and had no near kindred but ourselves and one other person, not more closely related than we
","Nigdy nie był żonaty i nie miał bliskich krewnych poza nami i jeszcze jedną osobą, nie bliżej spokrewnioną niż my
"
"My father always cherished the idea that he would atone for his error by leaving his possessions to us
","Mój ojciec zawsze miał ochotę odpokutować za swój błąd, pozostawiając nam swój dobytek
"
"that letter informs us that he has bequeathed every penny to the other relation, with the exception of thirty guineas, to be divided between St
","list ten informuje nas, że przekazał on każdy grosz drugiemu krewnemu, z wyjątkiem trzydziestu gwinei, do podzielenia między św.
"
"John, Diana, and Mary Rivers, for the purchase of three mourning rings
","John, Diana i Mary Rivers za zakup trzech pierścieni żałobnych
"
"He had a right, of course, to do as he pleased
","Miał oczywiście prawo robić, co mu się podoba
"
"and yet a momentary damp is cast on the spirits by the receipt of such news
","a jednak otrzymanie takich wiadomości powoduje chwilową wilgoć na duchach
"
"Mary and I would have esteemed ourselves rich with a thousand pounds each
","Mary i ja uważalibyśmy się za bogatych, mając po tysiąc funtów każdy
"
"and to St
","i do św
"
"John such a sum would have been valuable, for the good it would have enabled him to do.” This explanation given, the subject was dropped, and no further reference made to it by either Mr
","Johnowi taka suma byłaby cenna, ze względu na dobro, które by mu umożliwiło ”. Po tym wyjaśnieniu temat został porzucony i żaden z panów nie wspominał o nim dalej
"
"Rivers or his sisters
","Rivers lub jego siostry
"
"The next day I left Marsh End for Morton
","Następnego dnia opuściłem Marsh End i udałem się do Morton
"
"The day after, Diana and Mary quitted it for distant B
","Następnego dnia Diana i Mary zrezygnowały z tego dla odległego B.
"
"In a week, Mr
","Za tydzień, panie
"
"Rivers and Hannah repaired to the parsonage
","Rivers i Hannah wróciły do ​​plebanii
"
"and so the old grange was abandoned
","i tak stary folwark został opuszczony
"
"CHAPTER XXXI My home, then, when I at last find a home,—is a cottage
","ROZDZIAŁ XXXI Mój dom, kiedy w końcu go znajduję, jest chałupą
"
"a little room with whitewashed walls and a sanded floor, containing four painted chairs and a table, a clock, a cupboard, with two or three plates and dishes, and a set of teathings in delf
","pokoik z bielonymi ścianami i podłogą piaskowaną, w którym znajdują się cztery malowane krzesła i stół, zegar, szafka z dwoma lub trzema talerzami i naczyniami oraz zestaw wykładów w delf
"
"Above, a chamber of the same dimensions as the kitchen, with a deal bedstead and chest of drawers
","Powyżej komnata o tych samych wymiarach co kuchnia, ze stojącym łóżkiem i komodą
"
